subj,trial,block,practice,condition,sex,age,date,data_file,texture_id,stim_order,diameter,opening,spacing,response,rt
19,0,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial0_PRACTICE.csv,E002,0,500.0,20.0,520.0,False,14.812
19,0,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial0_PRACTICE.csv,E045,1,260.0,260.0,520.0,True,14.812
19,1,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial1_PRACTICE.csv,E027,0,170.0,80.0,250.0,False,13.196
19,1,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial1_PRACTICE.csv,E022,1,380.0,140.0,520.0,True,13.196
19,2,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial2_PRACTICE.csv,E025,0,320.0,140.0,460.0,False,11.516
19,2,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial2_PRACTICE.csv,E065,1,80.0,260.0,340.0,True,11.516
19,3,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial3_PRACTICE.csv,E034,0,320.0,200.0,520.0,True,1.172
19,3,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial3_PRACTICE.csv,E031,1,140.0,80.0,220.0,False,1.172
19,4,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial4_PRACTICE.csv,E033,0,80.0,50.0,130.0,True,1.081
19,4,0,True,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block0_trial4_PRACTICE.csv,E025,1,320.0,140.0,460.0,False,1.081
19,0,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial0.csv,E051,0,140.0,170.0,310.0,False,13.843
19,0,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial0.csv,E044,1,170.0,140.0,310.0,True,13.843
19,1,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial1.csv,E055,0,140.0,200.0,340.0,False,13.411
19,1,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial1.csv,E061,1,80.0,170.0,250.0,True,13.411
19,2,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial2.csv,E060,0,140.0,260.0,400.0,True,12.516
19,2,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial2.csv,E046,1,200.0,200.0,400.0,False,12.516
19,3,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial3.csv,E034,0,320.0,200.0,520.0,False,14.112
19,3,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial3.csv,E080(S07),1,106.0,610.0,716.0,True,14.112
19,4,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial4.csv,E051,0,140.0,170.0,310.0,True,12.249
19,4,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial4.csv,E039,1,440.0,320.0,760.0,False,12.249
19,5,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial5.csv,E003,0,440.0,20.0,460.0,True,11.949
19,5,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial5.csv,E016,1,500.0,140.0,640.0,False,11.949
19,6,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial6.csv,E061,0,80.0,170.0,250.0,False,10.153
19,6,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial6.csv,E075(S42),1,20.0,20.0,40.0,True,10.153
19,7,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial7.csv,E055,0,140.0,200.0,340.0,True,11.961
19,7,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial7.csv,E047,1,140.0,140.0,280.0,False,11.961
19,8,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial8.csv,E047,0,140.0,140.0,280.0,True,11.547
19,8,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial8.csv,E045,1,260.0,260.0,520.0,False,11.547
19,9,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial9.csv,E081(S03),0,107.0,210.0,317.0,False,12.23
19,9,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial9.csv,E019,1,440.0,140.0,580.0,True,12.23
19,10,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial10.csv,E021,0,560.0,200.0,760.0,False,10.549
19,10,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial10.csv,E058,1,50.0,80.0,130.0,True,10.549
19,11,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial11.csv,E007,0,200.0,20.0,220.0,False,15.195
19,11,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial11.csv,E070,1,20.0,200.0,220.0,True,15.195
19,12,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial12.csv,E010,0,500.0,80.0,580.0,True,10.165
19,12,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial12.csv,E040,1,260.0,200.0,460.0,False,10.165
19,13,1,False,soft,m,22,2022-11-22 15:52:43.452646,results/221122_15.52_data_subj19_block1_trial13.csv,E057,0,200.0,320.0,520.0,False,10.562
