subj,trial,block,practice,condition,sex,age,date,data_file,texture_id,stim_order,diameter,opening,spacing,response,rt
26,0,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial0_PRACTICE.csv,E032,0,440.0,260.0,700.0,True,17.695
26,0,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial0_PRACTICE.csv,E036,1,380.0,260.0,640.0,False,17.695
26,1,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial1_PRACTICE.csv,E040,0,260.0,200.0,460.0,True,5.98
26,1,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial1_PRACTICE.csv,E079(S41),1,50.0,110.0,160.0,False,5.98
26,2,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial2_PRACTICE.csv,E066,0,50.0,170.0,220.0,True,2.518
26,2,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial2_PRACTICE.csv,E043,1,320.0,260.0,580.0,False,2.518
26,3,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial3_PRACTICE.csv,E052,0,260.0,320.0,580.0,True,2.28
26,3,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial3_PRACTICE.csv,E076(S43),1,50.0,50.0,100.0,False,2.28
26,4,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial4_PRACTICE.csv,E012,0,380.0,80.0,460.0,True,2.499
26,4,0,True,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block0_trial4_PRACTICE.csv,E030,1,260.0,140.0,400.0,False,2.499
26,0,1,False,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block1_trial0.csv,E041,0,140.0,110.0,250.0,False,9.293
26,0,1,False,rug,m,25,2022-11-25 14:51:09.838495,results/221125_14.51_data_subj26_block1_trial0.csv,E082(S40),1,22.0,113.0,135.0,True,9.293
