subj,trial,block,practice,condition,sex,age,date,data_file,texture_id,stim_order,diameter,opening,spacing,response,rt
13,0,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial0_PRACTICE.csv,E016,0,500.0,140.0,640.0,False,11.88
13,0,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial0_PRACTICE.csv,E043,1,320.0,260.0,580.0,True,11.88
13,1,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial1_PRACTICE.csv,E011,0,440.0,80.0,520.0,False,9.946
13,1,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial1_PRACTICE.csv,E075(S42),1,20.0,20.0,40.0,True,9.946
13,2,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial2_PRACTICE.csv,E040,0,260.0,200.0,460.0,False,13.732
13,2,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial2_PRACTICE.csv,E054,1,200.0,260.0,460.0,True,13.732
13,3,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial3_PRACTICE.csv,E006,0,260.0,20.0,280.0,True,0.601
13,3,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial3_PRACTICE.csv,E071,1,20.0,260.0,280.0,False,0.601
13,4,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial4_PRACTICE.csv,E049,0,80.0,80.0,160.0,True,1.168
13,4,0,True,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block0_trial4_PRACTICE.csv,E082(S40),1,22.0,113.0,135.0,False,1.168
13,0,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial0.csv,E001,0,560.0,20.0,580.0,False,9.596
13,0,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial0.csv,E076(S43),1,50.0,50.0,100.0,True,9.596
13,1,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial1.csv,E033,0,80.0,50.0,130.0,True,8.18
13,1,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial1.csv,E054,1,200.0,260.0,460.0,False,8.18
13,2,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial2.csv,E061,0,80.0,170.0,250.0,True,8.298
13,2,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial2.csv,E038,1,110.0,80.0,190.0,False,8.298
13,3,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial3.csv,E043,0,320.0,260.0,580.0,False,7.678
13,3,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial3.csv,E071,1,20.0,260.0,280.0,True,7.678
13,4,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial4.csv,E016,0,500.0,140.0,640.0,True,9.078
13,4,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial4.csv,E025,1,320.0,140.0,460.0,False,9.078
13,5,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial5.csv,E053,0,110.0,140.0,250.0,False,9.029
13,5,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial5.csv,E030,1,260.0,140.0,400.0,True,9.029
13,6,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial6.csv,E034,0,320.0,200.0,520.0,True,8.564
13,6,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial6.csv,E077(S32),1,110.0,110.0,220.0,False,8.564
13,7,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial7.csv,E023,0,200.0,80.0,280.0,False,9.165
13,7,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial7.csv,E052,1,260.0,320.0,580.0,True,9.165
13,8,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial8.csv,E030,0,260.0,140.0,400.0,True,8.496
13,8,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial8.csv,E075(S42),1,20.0,20.0,40.0,False,8.496
13,9,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial9.csv,E063,0,80.0,200.0,280.0,False,8.779
13,9,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial9.csv,E037,1,200.0,140.0,340.0,True,8.779
13,10,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial10.csv,E065,0,80.0,260.0,340.0,True,8.565
13,10,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial10.csv,E055,1,140.0,200.0,340.0,False,8.565
13,11,1,False,rug,m,20,2022-11-18 10:35:55.883258,results/221118_10.35_data_subj13_block1_trial11.csv,E009,0,560.0,80.0,640.0,False,9.631
